Código;Descripción;Descripción adicional;Sinónimo;Código de barras;Tipo;Escala
14020136;Indicador Nivel Torex Spa ;S/N22-16-2016325;;;Simple;No usa
14020137;"Manguera Hidraulica 1"" X R-H-H"; 3,3 Mts;;;Simple;No usa
14020138;"Manguera Hidraulica 1"" X R-H-H"; 1,7 Mts;;;Simple;No usa
14020139;"Manguera Enmayetada Ø11/2""";;;;Simple;No usa
14020140;"Manguera Hidraulica 1/4""XR-H-H";Por 1,56 Mts.;;;Simple;No usa
14020141;"Manguera Hidraulica1/4""XR-H-H ";;;;Simple;No usa
14020142;"Manguera Hidraulica1/4""XR-H-H ";Por 0,58 Mts.;;;Simple;No usa
14020143;"Manguera Hidraulica1/4""XR-H-H ";Por 3,3 Mts.;;;Simple;No usa
14020144;"Manguera Hidraulica1/4""XR-H-H";Por 3,6 Mts.;;;Simple;No usa
14020145;Reductor 4,75:1-Fl Nema 8984 ;" ""Transtecno""";;;Simple;No usa
14020146;Resorte P/Comed. 1,5*12*150Mm;Comederos;;;Simple;No usa
14020147;Eje P/ Extractores 37 X 25,4Mm;;;;Simple;No usa
14020148; Boquilla Turbo Hd (055-060);;;;Simple;No usa
14020149;Polea De Fundición 200Mm Ø ;Eje Mecaniz.25,4Mm;;;Simple;No usa
14020150;Filtro De Aire Ca9246 ;(Gen. Movil Ulapes);;;Simple;No usa
14020151;Tanque Hidroneumatrico  24L.;;;;Simple;No usa
14020152;Centro De Aspas Mecanizadas ;Simil Indiv;;;Simple;No usa
14020153;Recarga De Co2;;;;Simple;No usa
14020154;Recargas De O2;;;;Simple;No usa
14020155;Porta Boquilla Largo;;;;Simple;No usa
14020156;Boquilla 25072;;;;Simple;No usa
14020157;Filtro De Combustible Comun ;;;;Simple;No usa
14020158;Martillo Para Molinos Juegos;Por 48 Un.Dab 15,000;;;Simple;No usa
14020159;Juegos De 12 Pernos P.Martillo;P/ Molino Dab 15,000;;;Simple;No usa
14020160;Service de Equipos;;;;Simple;No usa
14020161;Filtro Comb. separador de agua;R120lj.0m;;;Simple;No usa
14020162;Batería 12 V. 180 A;;;;Simple;No usa
14020163;Arandela para picadora;;;;Simple;No usa
14020164;Calibración de balanzas;;;;Simple;No usa
14020165;Ruleman 6205-2rsh/c3 skf ;;;;Simple;No usa
14020166;Ruleman 6204 skf;;;;Simple;No usa
14020167;Motor p/ cámara;;;;Simple;No usa
14020168;Cuchilla P/ Desmal. + Perno ;Desmalezadora;;;Simple;No usa
14020169;Acople elástico c/maza p/ pela;;;;Simple;No usa
14020170;Rep. cilindro neum. Dsbc-125;Ppva Festo ;;;Simple;No usa
14020171;Rejilla p/ paleta cámara;;;;Simple;No usa
14020172;Pinza p/ noqueador ;;;;Simple;No usa
14020173;Recarga de matafuego;;;;Simple;No usa
14020174;Acople Rápido 1/4;;;;Simple;No usa
14020175;"Pico rotojet p/ hidro R-H3/8""";;;;Simple;No usa
14020176;Gas R-134;;;;Simple;No usa
14020177;Carbones Para Amoladora 230;;;;Simple;No usa
14020178;Resistencia + termóstato ;P/termotanque ;;;Simple;No usa
14020179;"Bulón 5/16""x2"" grado 8";;;;Simple;No usa
14020180;Zaranda p/ molino 2.5mm ;;;;Simple;No usa
14020181;Cañón espumador p/ hidrolav.;;;;Simple;No usa
14020182;Paleta p/ peladora;;;;Simple;No usa
14020183;Pinza de masa p/ soldadora;;;;Simple;No usa
14020184;Paleta p/ peladora;;;;Simple;No usa
14020185;Cable porta electrodo p/soldad;;;;Simple;No usa
14020186;Caja encarriladora p/ guinche;;;;Simple;No usa
14020187;Válvula de inyección 0-20L/h;;;;Simple;No usa
14020188;Juego aspas plásticas p/extrac;"Multifan 50""";;;Simple;No usa
14020189;Carbones p/ taladro atorn.;;;;Simple;No usa
14020190;Cuchilla P/ Desmal. 2 puntas;;;;Simple;No usa
14020191;Cabezal carretel p/ desmalez.;;;;Simple;No usa
14020192;Kit Correa/ Cangilones/Bulones;;;;Simple;No usa
14020193;Matafuego 1kg;;;;Simple;No usa
14020194;Service de Equipos No gravado;;;;Simple;No usa
14020195;Batería 12 V. 60 A;;;;Simple;No usa
14020196;Gas R 404;;;;Simple;No usa
14020197;Elem. termostático ;;;;Simple;No usa
14020198;Cabezal Placa Base;;;;Simple;No usa
14020199;Aceite p/ refrigeración;;;;Simple;No usa
14020200;Juego de juntas ;;;;Simple;No usa
14020201;Orificio sanhua ;Pi válvula de expans;;;Simple;No usa
14020202;Gas R-141;;;;Simple;No usa
14020203;Filtro de Gas ;;;;Simple;No usa
14020204;Colizas de bronce p/ sierra;;;;Simple;No usa
14020205;Cruceta de serrucho ;;;;Simple;No usa
14020206;Buje de bronce p/ biela ;;;;Simple;No usa
14020207;Biela de serrucho ;;;;Simple;No usa
14020208;Volante excéntrico p/ serrucho;;;;Simple;No usa
14020209;Perno p/ fileteadora;;;;Simple;No usa
14020210;Tornillo para bombo;;;;Simple;No usa
14020211;Cuchillas para fileteadora;;;;Simple;No usa
14020212;Aceite Dieléctrico x 1lt;;;;Simple;No usa
14020213;Sello mecánico empaq. p/ bomba;;;;Simple;No usa
14020214;Cepillo p/ rascasuela;;;;Simple;No usa
14020215;Aceite de corte x 1L;Por litros;;;Simple;No usa
14020216;Piñon Z22;Noria Dab-80;;;Simple;No usa
14020217;Eje cabezal p/ noria Dab-80;;;;Simple;No usa
14020218;Tubo 220mm;15 mts;;;Simple;No usa
14020219;Polea superior y cabezal ;Noria Dab-80;;;Simple;No usa
14020220;Cadena doble ASA80;Noria Dab-80;;;Simple;No usa
14020221;Quemador redondo ;Calef. gasolec;;;Simple;No usa
14020222;Filtro de polvo ;Calef. gasolec;;;Simple;No usa
14020223;Bobina interior ;Calef. gasolec;;;Simple;No usa
14020224;Anillo p/ tubo quemador;Calef. gasolec;;;Simple;No usa
14020225;Malla de tubo quemador ;Calef. gasolec;;;Simple;No usa
14020226;Manguera p/ lámpara;Calef. gasolec;;;Simple;No usa
14020227;Pinza porta electrodo;;;;Simple;No usa
14020228;Bobina p/ solenoide ;;;;Simple;No usa
14020229;Caño cobre x kg ;;;;Simple;No usa
14020230;"Trampa de líquido 3/4""";;;;Simple;No usa
14020231;Aislante p/ caño cobre;;;;Simple;No usa
14020232;Manchon gummi A70;;;;Simple;No usa
14020233;Cangilón plástico unipol 220;;;;Simple;No usa
14020234;Burlete de goma de encastre ;;;;Simple;No usa
14020235;Guía central hoja p/sierra;;;;Simple;No usa
14020236;Defensa delantera p/ sierra ;;;;Simple;No usa
14020237;Guía delantera p/ sierra ;;;;Simple;No usa
14020238;Arco p/ sierra ;;;;Simple;No usa
14020239;Tapa manija p/ sierra ;Frigorífico;;;Simple;No usa
14020240;Manija p/ sierra ;Frigorífico;;;Simple;No usa
14020241;Gatillo p/ sierra ;Frigorífico;;;Simple;No usa
14020242;Reductor de ejes FA127/G AM225;;;;Simple;No usa
14020243;Motor p/ empanadora ;0.5 cv 1500rmp;;;Simple;No usa
14020244;Gas R-22;;;;Simple;No usa
14020245;Curva 180° 5/8°;;;;Simple;No usa
14020246;"Curva 90° 5/8""";;;;Simple;No usa
14020247;Protector térmico CED2746;Ojo De Buey;KLIXON CED2746;;Simple;No usa
14020248;Turbina hidrilavadora Karcher;5.500-000.0;;;Simple;No usa
14020249;Sensor p/ mezcladora PAB;;;;Simple;No usa
14020250;Placa policarbonato compacto ;P/bateas;;;Simple;No usa
14020251;"Acople a levas hembra 4"" espiga macho";;;;Simple;No usa
14020252;Rodamiento 22213 EK-SKF;;;;Simple;No usa
14020253;Manguito H313 – SKF;;;;Simple;No usa
14020254;Reten DBH 60X75X8;;;;Simple;No usa
14020255;Reten p/ sierra media res;;;;Simple;No usa
14020256;Tapa carter p/ sierra ;;;;Simple;No usa
14020257;Bobina p/ sierra ;;;;Simple;No usa
14020258;Empuñadura p/ sierra;;;;Simple;No usa
14020259;Ánodo de magnesio (termotanque);;;;Simple;No usa
14020260;Placa Sumadora;;;;Simple;No usa
14030001;Teee Pvc Ø110Mm;;;;Simple;No usa
14030002;Teee Pvc Ø75Mm;;;;Simple;No usa
14030003;Teee Pvc Ø63Mm;;;;Simple;No usa
14030004;Teee Pvc Ø40Mm;;;;Simple;No usa
14030005;Teee Pvc Ø32Mm ;;;;Simple;No usa
14030006;"Teee Pvc Ø1 1/2""  R-H ";;;;Simple;No usa
14030007;Cupla Pvc Ø90Mm ;;;;Simple;No usa
14030008;Cupla Pvc Ø40Mm;;;;Simple;No usa
14030009;Cupla Pvc Ø32Mm;;;;Simple;No usa
14030010;Cupla Pvc Ø25Mm;;;;Simple;No usa
14030011;"Cupla Pvc Ø25Mm C/R-H 1/2""";;;;Simple;No usa
14030012;Cupla C/Red.  Ø110 Mm X Ø90 Mm;Concéntrica c/ junta;;;Simple;No usa
14030013;Cupla C/Red. Ø110 Mm X Ø63 Mm;Concéntrica c/ junta;;;Simple;No usa
14030014;Cupla C/Red. Ø90 Mm X Ø75 Mm;Concéntrica c/ junta;;;Simple;No usa
14030015;Cupla C/Red.Ø90 Mm - Ø63 Mm  ;Concéntrica cloacal;;;Simple;No usa
14030016;Cupla Pvc Ø110 Mm - Ø75 Mm;;;;Simple;No usa
14030017;Mango Porta Brida Pvc Ø75 Mm;;;;Simple;No usa
14030018;Mango Porta Brida Pvc Ø63Mm;;;;Simple;No usa
14030019;Mango Pvc Ø90 Mm - Ø75Mm;" Jp X Ø3"" R-M";;;Simple;No usa
14030020;"Mango Pvc Ø75 Mm Jp Red. Ø3"""; R-M;;;Simple;No usa
14030021;Mango Pvc Ø75-63 Mm;" Jp Red. Ø2"" R-M";;;Simple;No usa
14030022;Cupla Pvc Concent Ø63 X 50 Mm ;Gris;;;Simple;No usa
14030023;"Cupla Pvc Ø50 Mm Jp Red Ø1""1/2";R-H;;;Simple;No usa
14030024;"Mango Pvc Ø50 Mm Jp RedØ1""1/2 ";R-M;;;Simple;No usa
14030025;Mango Pvc 20 C/Red 1/2 R-H;;;;Simple;No usa
14030026;Brida Giratorias De Pvc X110Mm;;;;Simple;No usa
14030027;Brida Giratorias De Pvc 90;;;;Simple;No usa
14030028;Brida C/Mango Fijo Pvc 63;;;;Simple;No usa
14030029;Brida C/Junta De Expansión 65;Pvc;;;Simple;No usa
14030030;Reducción Concéntrica 75 X 63;Pvc;;;Simple;No usa
14030031;"Niple Espiga Pead 2  1/2""";;;;Simple;No usa
14030032;"Niple Espiga Pead 1""";;;;Simple;No usa
14030033;"Niple Espiga Pead 3/4""";;;;Simple;No usa
14030034;"Niple Espiga Pead 1/2""";;;;Simple;No usa
14030035;"Teee Espiga Pead Ø3/4""";;;;Simple;No usa
14030036;"Teee Espiga Pead Ø1  1/2""";;;;Simple;No usa
14030037;"Teee Espiga Pead Ø1/2""";;;;Simple;No usa
14030038;"Espiga Pead R-M  1 1/2""";;;;Simple;No usa
14030039;"Espiga Pead R-H 3/4""";;;;Simple;No usa
14030040;"Espiga Pead R-M 1"" ";;;;Simple;No usa
14030041;"Teee Hg Ø3""";;;;Simple;No usa
14030042;"Niple Hg 20Cm 3""";;;;Simple;No usa
14030043;"Curva Hg  Ø80  45º 3""";;;;Simple;No usa
14030044;"Codo Hg 1/2"" 90° R H-H ";;;;Simple;No usa
14030045;"Codo Hg 1"" R-M-H";;;;Simple;No usa
14030046;"Codo Hg 1/2"" 90° R-M-H";;;;Simple;No usa
14030047;"Entre Rosca Hg  2 1/2""";;;;Simple;No usa
14030048;"Entre Rosca Hg 1/2""";;;;Simple;No usa
14030049;"Válvula Esférica Hg 2 1/2""";;;;Simple;No usa
14030050;"Válvula Esférica Hg 2""";;;;Simple;No usa
14030051;"Válvula Esférica  Pvc 1""";;;;Simple;No usa
14030052;"Válvula Esféricas Hg 1 1/4""";;;;Simple;No usa
14030053;"Entre Rosca Hg 1 1/4""";;;;Simple;No usa
14030054;"Reducción Hg 1"" A 3/4""";;;;Simple;No usa
14030055;"Cupla Hg 80 - 3""";;;;Simple;No usa
14030056;"Cupla Hg 1/2""";;;;Simple;No usa
14030057;"Codo Largo Hg 1 1/2"" A 90º";;;;Simple;No usa
14030058;Teee Pvc Ø40Mm C/Junta De Goma;;;;Simple;No usa
14030059;Ramal Y Pc C/Junta 50 A 45ºmm;;;;Simple;No usa
14030060;Ramal Y Pc C/Junta 40 A 45ºmm;;;;Simple;No usa
14030061;Curva Pvc C/Junta 63 A 45ºmm;;;;Simple;No usa
14030062;Curva Pvc C/Junta 50 A 45ºmm;;;;Simple;No usa
14030063;"Montura Ø 110 C/Derv.- 1""";;;;Simple;No usa
14030064;"Montura Ø 63 C/Derv - 1""";;;;Simple;No usa
14030065;"Montura Ø 63 C/Derv - 3/4""";;;;Simple;No usa
14030066;"Montura Ø 63 C/Derv - 1/2""";;;;Simple;No usa
14030067;"Espiga Pead R-M 1 1/2""";;;;Simple;No usa
14030068;"Espiga Pead R-M 3/4""";;;;Simple;No usa
14030069;"Espiga Pead R-H 1""";;;;Simple;No usa
14030070;Turbina Impulsora Nº 26 ;;;;Simple;No usa
14030071;Turbina Impulsora Nº 24 ;;;;Simple;No usa
14030072;Hidrociclones ;;;;Simple;No usa
14030073;Buje Red. 110 X 90 Mm Pvc;;;;Simple;No usa
14030074;Buje Red. 90 X 75Mm Pvc;;;;Simple;No usa
14030075;Buje Red. 75 X 63Mm Pvc;;;;Simple;No usa
14030076;Buje Red. 63 X 40 Mm - Pvc;;;;Simple;No usa
14030077;Buje Red. 50 X 40Mm Pvc;;;;Simple;No usa
14030078;Buje Red. 40 X 32 Mm - Pvc;;;;Simple;No usa
14030079;Buje Red. 32 X 25 Mm - Pvc;;;;Simple;No usa
14030080;Codo De Pvc  90- 90º;;;;Simple;No usa
14030081;Codo De Pvc  75 -90º;;;;Simple;No usa
14030082;Codo De Pvc  50-90º;;;;Simple;No usa
14030083;Codo De Pvc  40- 90º;;;;Simple;No usa
14030084;Codo De Pvc  32 - 90º;;;;Simple;No usa
14030085;Codo De Pvc  110 - 45º;;;;Simple;No usa
14030086;Codo De Pvc  63 - 45º;;;;Simple;No usa
14030087;Curva De Pvc  110 - 45º Larga; H-H ;;;Simple;No usa
14030088;Curva De Pvc Cloacal 110- 45º ;M-H ;;;Simple;No usa
14030089;Curva De Pvc  0,75 - 45º H-H;;;;Simple;No usa
14030090;Curva De Pvc  40 - 45º;;;;Simple;No usa
14030091;Unión Doble - Pvc Ø63Mm;;;;Simple;No usa
14030092;Unión Doble - Pvc Ø32Mm;;;;Simple;No usa
14030093;"Válvula Esférica 50Mm- 1 1/2""";Pvc;;;Simple;No usa
14030094;"Válvula Esférica D.75-2 1/2""";Pvc;;;Simple;No usa
14030095;"Válvula Esférica 40Mm-1 1/4""";Pvc;;;Simple;No usa
14030096;"Válvula Esférica Pvc  1/2""";;;;Simple;No usa
14030097;"Válvula De Retención75 -2 1/2""";Pvc;;;Simple;No usa
14030098;Juntamas Ø75Mm;;;;Simple;No usa
14030099;Juntamas Ø63Mm;;;;Simple;No usa
14030100;Junta Plana Eva Ø110Mm;;;;Simple;No usa
14030101;Teee Ø110Mm C/Junta De Goma;Pvc;;;Simple;No usa
14030102;Caño Pvc -200 K6;;;;Simple;No usa
14030103;Caño Pvc 50 Mm;;;;Simple;No usa
14030104;Caño Pvc 63 K6;;;;Simple;No usa
14030105;Caño Pvc 32Mm;;;;Simple;No usa
14030106;Curvas De Pvc /Alimento-75-45º;;;;Simple;No usa
14030107;"Llave Esférica Hg 1 1/2""";;;;Simple;No usa
14030108;Teee Pvc Ø110 M-H;;;;Simple;No usa
14030109;Codo De Pvc X 90 A 45º;;;;Simple;No usa
14030110;Cupla De Pvc  250-50 Cnn;;;;Simple;No usa
14030111;Cupla De Pvc 250-40 Cnn;;;;Simple;No usa
14030112;Curva De Pvc X 250-4,9;;;;Simple;No usa
14030113;Teee Pvc Ø250-4,9;;;;Simple;No usa
14030114;Caño Pvc X 110  Junta Elástica;;;;Simple;No usa
14030115;Caño 75 Termo Fusión Pvc;;;;Simple;No usa
14030116;Mango Porta Brida Pvc X 90Mm;;;;Simple;No usa
14030117;Unión Doble - Pvc Ø40Mm;;;;Simple;No usa
14030118;Pileta De Patio Pvc X 50 X 63;;;;Simple;No usa
14030119;Caño Pvc 90;;;;Simple;No usa
14030120;Caño Pvc 40Mm;;;;Simple;No usa
14030121;"Entre Roscas Hg 1 1/2""";;;;Simple;No usa
14030122;"Curva Hg Ø80  90º 3""";;;;Simple;No usa
14030123;Varilla Para Flotante X 3/4 ;;;;Simple;No usa
14030124;Juntamas Ø90Mm;;;;Simple;No usa
14030125;"Mango Pvc 40 C/Red.1""1/4 R-M";;;;Simple;No usa
14030126;"Válvula De Retención Pvc 1""1/2";;;;Simple;No usa
14030127;Unión Doble Epoxi  1/2;;;;Simple;No usa
14030128;Unión Doble Epoxi  3/4;;;;Simple;No usa
14030129;"Niple De Epoxi 1"" X 10 Cn";;;;Simple;No usa
14030130;"Entre Rosca Hg  1-1/4""";;;;Simple;No usa
14030131;Palanca P/Descarga De Mochila ;Ferrum;;;Simple;No usa
14030132;Tapon Valvula Descarga Mochila;Ferrum;;;Simple;No usa
14030133;Espiga De Bronce Machos 3/8;;;;Simple;No usa
14030134;Cupla Concent. 110-90 X63 Mm;Concéntrica ;;;Simple;No usa
14030135;"Niple Espiga(Enchufe) X 1 1/2""";;;;Simple;No usa
14030136;"Teee Espiga Pead Ø2""";;;;Simple;No usa
14030137;"Codo Espiga  X 1 1/2""";Doble enchufe ;;;Simple;No usa
14030138;"Codo Espiga  X 1 1/2""";Enchufe- R-H;;;Simple;No usa
14030139;Canilla Esférica Mariposa  1/2;Bce;;;Simple;No usa
14030140;"Buje Red. Bce M-H 1/2""-1/4";;;;Simple;No usa
14030141;Brida Giratorias De Pvc X 50Mm;;;;Simple;No usa
14030142;Mango Porta Brida Pvc X 50Mm;;;;Simple;No usa
14030143;Junta Plana Eva Ø75Mm;;;;Simple;No usa
14030144;Buje Red. (Corto) Pvc 110 -63;;;;Simple;No usa
14030145;"Espiga Pead R-M X 1 1/2""";;;;Simple;No usa
14030146;"Flexible Pvc  X 50 Cn 1/2""";;;;Simple;No usa
14030147;"Manguera Pead 1""";;;;Simple;No usa
14030148;Válvula De Retencion Pvc 63Mm;;;;Simple;No usa
14030149;Caño Cloacal Blanco Ø160Mmx3,2;Pvc;;;Simple;No usa
14030150;"Caño Hg 0,40Cm C- R Macho 1/2""";;;;Simple;No usa
14030151;"Boca Llave Magnetica 1/2""-65Mm";;;;Simple;No usa
14030152;" Válvula De Drenaje 220V. 1/2""";Para Compresor;;;Simple;No usa
14030153;Válvula Esferica J-P Pvc 32Mm;;;;Simple;No usa
14030154;Codo De Pvc 63- 90º;;;;Simple;No usa
14030155;Unión Doble - Pvc Ø75Mm;;;;Simple;No usa
14030156;Unión Doble - Pvc Ø110Mm;;;;Simple;No usa
14030157;Curva De Pvc 75 - 45º M-H;;;;Simple;No usa
14030158;Cupla Pvc Ø50Mm;;;;Simple;No usa
14030159;Cupla Pvc Ø 63Mm;;;;Simple;No usa
14030160;Cupla Pvc Ø75Mm;;;;Simple;No usa
14030161;Espiga Pead R-M 1/2;;;;Simple;No usa
14030162;"Buje Red. Epoxi X 1"" X 3/4";;;;Simple;No usa
14030163;Entre Rosca De Epoxi 1/2;;;;Simple;No usa
14030164;"Niple De Epoxi 1"" X 15Cn";;;;Simple;No usa
14030165;"Manguera Pead 1/2""K6";;;;Simple;No usa
14030166;"Codo Hg 2 1/2""";;;;Simple;No usa
14030167;Teee Pvc Ø50Mm;;;;Simple;No usa
14030168;Reducción Concéntrica  63 X 50;Pvc;;;Simple;No usa
14030169;Mango Porta Brida Pvc X 110Mm;;;;Simple;No usa
14030170;"Mango Pvc 50-40X1"" R-M";;;;Simple;No usa
14030171;"Mango Pvc 40-32 C/Red. 1"" R-M";;;;Simple;No usa
14030172;"Teee Pvc Ø20 X R-1/2""";;;;Simple;No usa
14030173;Juntamas Ø50Mm;;;;Simple;No usa
14030174;Caño Pvc Ø20Mm X 1,3Mm;;;;Simple;No usa
14030175;Unión Doble Pvc 25Mm;;;;Simple;No usa
14030176;"Cupla Polipropileno R H-H 4""";;;;Simple;No usa
14030177;Tee Espiga Enchufe 3/4;C/Derivacion R-H 3/4;;;Simple;No usa
14030178;"Codo Espiga 90° X 3/4""";;;;Simple;No usa
14030179;"Union Doble Polipropileno 2"" ";H-H ;;;Simple;No usa
14030180;"Cupla Polipropileno 2""";;;;Simple;No usa
14030181;"Acople A Leva R-M 1 1/2""";Con Palamcas Bronce;;;Simple;No usa
14030182;"Acople  A Leva  A R-M 1 1/2"" ";Espiga (Bronce);;;Simple;No usa
14030183;"Teee Polipropileno 1/2"""; Termo Fusión;;;Simple;No usa
14030184;"Codo Polipropileno 90°RH-H3/4""";;;;Simple;No usa
14030185;"Codo Polipropileno 90°R-H-H 1""";;;;Simple;No usa
14030186;"Codo Polipropileno90°RH-H1/2"" ";;;;Simple;No usa
14030187;"Entre Rosca Polipropileno 1""";;;;Simple;No usa
14030188;"Entre Rosca Polipropileno 3/4""";;;;Simple;No usa
14030189;"Buje Red.Polip. 1"" C/Red. 3/4""";Polipropileno;;;Simple;No usa
14030190;"Cupla De Polipropil.  R-2 1/2""";Polipropileno;;;Simple;No usa
14030191;"Cupla De Polipropil. R-1 1/2""";Polipropileno;;;Simple;No usa
14030192;"Cupla De Epoxi 3/4""";;;;Simple;No usa
14030193;Válvula Gas Nº 12 (17-81-01);Epoxi;;;Simple;No usa
14030194;Válvula Gas Nº 8 (17-81-03) ;Epoxi;;;Simple;No usa
14030195;Quemadores Epoxi;;;;Simple;No usa
14030196;"Codo Polip. 90° R-H-H 1 1/2"" ";Polipropileno;;;Simple;No usa
14030197;"Codo Polip. 90° R-M-H 2""";Polipropileno;;;Simple;No usa
14030198;"Depresor R-M 1"" Pvc ";;;;Simple;No usa
14030199;"Buje Red.Polip. 2""C/Red 1 1/2""";Polipropileno;;;Simple;No usa
14030200;"Codo Polip. 90° R-M-H 1 1/2"" ";Polipropileno;;;Simple;No usa
14030201;"Conexión De Tanque Polip.R-2"" ";Polipropileno;;;Simple;No usa
14030202;"Caño Polipropileno 3/4""";;;;Simple;No usa
14030203;Unión De Caño Metal ;;;;Simple;No usa
14030204;"Unión Doble Polip. 1"" R-H-H ";;;;Simple;No usa
14030205;"Entre Rosca Polipropileno 1/2""";;;;Simple;No usa
14030206;"Caño Polipropileno  1 1/2""";;;;Simple;No usa
14030207;Codo Epoxi 3/4 R H-H;;;;Simple;No usa
14030208;Codo Epoxi 3/4 Rm-H;;;;Simple;No usa
14030209;Tapón Epoxi X 1/2;;;;Simple;No usa
14030210;"Teee Epoxi Ø3/4""";;;;Simple;No usa
14030211;"Buje Red.Polip. 2""C/Red 1 1/4""";Polipropileno;;;Simple;No usa
14030212;"Buje Red.Polip. 1""C/Red 1/2""";Polipropileno;;;Simple;No usa
14030213;"Conexión De Tanque PolipR-1/2""";Polipropileno;;;Simple;No usa
14030214;Termocuplas X 50 Mm ;;;;Simple;No usa
14030215;"Buje Red.Polip. 1/2""C/Red3/8""";Polipropileno;;;Simple;No usa
14030216;"Conexión De Tanque Polip.R-4""";Polipropileno;;;Simple;No usa
14030217;"Válvula De Retención Bronce 1""";;;;Simple;No usa
14030218;Codo De Pvc 50Mm A 45°;;;;Simple;No usa
14030219;"Boyas De Tergo Pol 3/4""";;;;Simple;No usa
14030220;"Teee Epoxi Ø1/2""";;;;Simple;No usa
14030221;"Caño Epoxi 1/2""";;;;Simple;No usa
14030222;"Buje Red.Polip.3""C/Red 2 1/2""";Polipropileno;;;Simple;No usa
14030223;"Válvula Esférica 1 1/2"""; De Bronce;;;Simple;No usa
14030224;Valvula De Entrada De Agua ;P-Mochila ;;;Simple;No usa
14030225;"Acople  Leva C/Palancas R-H 4""";;;;Simple;No usa
14030226;Griferia Cuadro De Ducha;;;;Simple;No usa
14030227;Acople Leva C/ Palancas ;Espiga 42;;;Simple;No usa
14030228;Codo De Pvc 45°-110 Cloacal;;;;Simple;No usa
14030229;Bollas De Tergopol P/Flotantes;;;;Simple;No usa
14030230;"Codo Espiga 90° X 1""";;;;Simple;No usa
14030231;"Cupla De Polipropileno R- 1""";;;;Simple;No usa
14030232;"Entre Rosca Polipropileno 2""";;;;Simple;No usa
14030233;"Entre Rosca Polip. 2 1/2""";Polipropileno;;;Simple;No usa
14030234;"Entre Rosca Polip. 1 1/4""  ";Polipropileno;;;Simple;No usa
14030235;"Entre Rosca Hg - 3/4""";;;;Simple;No usa
14030236;Buje Red.Ø90Mm - 63Mm;;;;Simple;No usa
14030237;"Válvula De Retencion Pvc 1""";;;;Simple;No usa
14030238;Juego De Griferia P/. Ducha;Complleto;;;Simple;No usa
14030239;"Buje Red.Polip. 1"" C/Red 1/2""";Polipropileno;;;Simple;No usa
14030240;"Teee Espiga C/ Rosca M- 1/2""";;;;Simple;No usa
14030241;"Montura Ø 40 C/Derv.- 1/2""";;;;Simple;No usa
14030242;"Acople Leva M- C/Rosca H- 4""";;;;Simple;No usa
14030243;"Cupla De Polipropileno R-3""";;;;Simple;No usa
14030244;"Buje Corto Red. 1/2""A 3/8""";Bronce;;;Simple;No usa
14030245;"Montura Ø 32 C/Derv.- 1/2""";;;;Simple;No usa
14030246;"Caño Polipropileno 1/2""";;;;Simple;No usa
14030247;"Teee De Polipropileno 1/2"" ";;;;Simple;No usa
14030248;"Unión Doble Polip. 3/4"" R-H-H ";Polipropileno;;;Simple;No usa
14030249;"Codo Polip. 90° R-M-H 1  1/4""";Polipropileno;;;Simple;No usa
14030250;"Buje Red.Polip. 3/4""C/Red 1/2""";Polipropileno;;;Simple;No usa
14030251;Teflón X 3/4 X 50 Mts ;;;;Simple;No usa
14030252;Adhesivo P/Tubos De Pvc ;por 1000 Cc.;;;Simple;No usa
14030253;"Caño De Polipropileno 1""";;;;Simple;No usa
14030254;"Buje Red.Polip. 1 1/4""C/Red 1""";Polipropileno;;;Simple;No usa
14030255;Caño Pvc Ø63Mm X 40 Cn ;;;;Simple;No usa
14030256;"Unión Vital-Ranura 1 1/2""";;;;Simple;No usa
14030257;"Válvulas Hexagonales 1/4""";;;;Simple;No usa
14030258;"Tapon Ppn 1 1/2""";;;;Simple;No usa
14030259;"Teee Hg Ø1/2""";;;;Simple;No usa
14030260;"Buje Red.Pol.1 1/2""c/Red 1 1/4";Polipropileno;;;Simple;No usa
14030261;"Espiga Pead R-H 1/2""";;;;Simple;No usa
14030262;Comando de nivel/ flotante;Cn-no;;;Simple;No usa
14030263;Tapón PVC de ø90;;;;Simple;No usa
14030264;"Llave de paso medio giro 1/2"" ";Plástica;;;Simple;No usa
14030265;"Flotante plástico 1/2""";;;;Simple;No usa
14030266;"Niple Espiga Pead 2""";;;;Simple;No usa
14030267;"Niple Espiga Pead 1 ¼ """;;;;Simple;No usa
14030268;"Tee Espiga Pead 1 ¼ """;;;;Simple;No usa
14030269;"Tee Espiga Pead C/deriv R-H¾ """;;;;Simple;No usa
14030270;Teee HG 1 ½ “;;;;Simple;No usa
14030271;Codo HG 1” R H-H 90 º;;;;Simple;No usa
14030272;Codo HG ½ ” R M-H 45 º;;;;Simple;No usa
14030273;Cupla HG 1”;;;;Simple;No usa
14030274;Buje Reducción (corto) HG 1”-½;;;;Simple;No usa
14030275;Unión Doble  HG 1 ½“;;;;Simple;No usa
14030276;Unión Doble HG ½“ ;;;;Simple;No usa
14030277;Niple Espiga HG R-M ¾“;;;;Simple;No usa
14030278;Niple HG R-M ½“ x 50mm;;;;Simple;No usa
14030279;Cable Acerado HG 6x19x10mm;;;;Simple;No usa
14030280;Cable Acerado HG 6x1x8mm ;;;;Simple;No usa
14030281;Teee  Pvc Ø 25mm;;;;Simple;No usa
